feature_1,feature_2,feature_3,feature_4,feature_5,category
87954,28700,8242,80909,26864,beta
36362,97463,96305,10028,31432,gamma
98270,44454,84198,32320,27681,beta
87581,42260,54786,42727,96799,beta
9400,8899,54229,52024,76788,beta
10289,1507,3576,39566,31153,alpha
19262,87827,36008,85550,63909,gamma
54789,54849,78941,54699,91666,alpha
20257,37301,14620,45065,74322,gamma
83867,14393,5689,10468,83834,gamma
94602,60491,53700,58389,4292,alpha
27496,44031,46454,90052,89336,beta
28491,96822,3857,54886,41265,alpha
16834,94876,6420,2289,47465,beta
9510,44753,78002,25952,16712,beta
63476,5455,82032,96089,33041,gamma
41448,86765,89911,71152,58362,beta
49385,96137,78613,1076,6937,beta
4274,85276,74835,91742,15721,beta
5080,79000,94796,16715,56701,beta
24379,96899,51220,39607,91703,gamma
52942,42764,36518,32807,64977,gamma
32640,63051,67081,1265,69855,alpha
1348,73384,58423,42227,21067,alpha
85487,30666,96430,98343,52919,alpha
97029,51275,33523,16290,8263,beta
16377,90321,9511,39284,21352,beta
77903,65417,76878,66638,39794,gamma
25155,60395,91742,59848,14462,alpha
99621,82104,13774,93618,9143,gamma
30014,76440,35515,70336,64346,gamma
51496,9663,52185,82826,52395,alpha
48084,68589,5534,23010,21979,gamma
19966,14908,6427,61313,66178,alpha
83180,23959,55381,41330,27122,beta
83273,3606,33986,48833,81428,alpha
36911,41744,21104,55379,69303,gamma
65639,11205,7111,65526,43105,alpha
52021,43984,38138,89131,67865,beta
24900,40338,56716,76125,79672,gamma
115,17568,87734,21993,21785,beta
12778,61779,91685,11266,8292,gamma
42688,64667,52940,69098,7673,beta
5293,57613,65341,96482,64685,beta
76552,72309,85170,91909,3714,beta
3431,35493,14376,84866,12238,beta
89644,38711,27427,52334,16192,alpha
58718,20324,8909,32222,49513,gamma
69434,86769,77140,61022,83328,alpha
37849,46655,14414,33730,17293,alpha
34422,19483,30187,33286,59821,beta
14386,34526,50099,13292,4222,beta
63495,10289,16100,682,61044,gamma
40823,66120,35616,54821,11165,alpha
15783,53503,94016,95999,90787,gamma
17532,56471,97431,13533,82943,gamma
11316,14697,75358,21659,68672,gamma
66328,98184,28156,48932,47720,alpha
94456,84558,7267,24228,87383,alpha
77713,50235,68456,46746,97553,beta
85583,63814,838,77349,9518,beta
69056,40227,21549,17622,99756,alpha
82182,28146,55940,87513,3019,beta
27971,39728,4007,62714,43723,gamma
68009,44399,55239,51864,36478,gamma
37870,25122,18499,33348,34270,alpha
64975,90537,78308,48180,31084,beta
69929,39313,12304,53113,1568,beta
10394,37194,9450,75825,22223,alpha
3409,50898,40205,44363,29419,gamma
28009,50908,40220,50994,22721,alpha
35429,91022,3219,81258,44086,gamma
6955,24826,1874,91812,25500,beta
43474,50386,45724,98216,8793,gamma
82092,65769,43186,76249,28068,gamma
15211,76841,32995,13695,63894,alpha
28349,11436,23028,16597,23414,beta
47008,11227,85384,33698,74146,gamma
33898,17492,84456,12078,71743,gamma
84148,98559,68120,28679,29430,alpha
81318,35754,29172,46005,61523,beta
3505,55498,81593,59365,70187,beta
88348,34134,83391,5417,38526,beta
89392,60091,20526,43535,47853,beta
8032,15279,41666,81056,23554,beta
70362,44546,94215,49915,49746,beta
7867,34877,75209,84155,69076,alpha
63596,64838,40046,30830,55385,beta
54516,5124,75321,568,83859,beta
41816,84190,85405,56379,82003,alpha
73615,42777,34305,9785,80869,gamma
44068,98052,41243,44717,71445,alpha
14092,26489,77121,35218,8643,gamma
32627,26817,21531,17091,76584,alpha
45159,28939,49108,5150,7069,beta
33202,40395,27171,83472,58677,gamma
72881,76917,30926,85493,42681,alpha
17999,54599,19128,59279,91520,beta
49720,26542,26813,8397,72276,beta
33620,66090,18367,94079,62998,gamma
4811,30492,27005,37227,33076,beta
37042,68455,76776,80420,24952,gamma
80147,77629,81367,22167,11579,alpha
10662,25054,53234,17200,11984,gamma
17176,92880,95264,46092,53458,gamma
26048,17588,15456,67725,80462,beta
235,60911,93304,51592,67904,alpha
49642,80436,77086,64393,83207,gamma
64807,31405,56119,17444,53785,gamma
28336,34295,6225,90621,99998,gamma
392,25224,63528,61294,8618,beta
90791,49518,70463,1154,28682,beta
98697,48559,60993,23304,82668,alpha
79999,65235,16344,72313,76565,gamma
95341,94975,33812,77891,90103,gamma
51244,40511,72802,22726,92094,gamma
59717,28808,25205,80109,77261,beta
97619,59914,94861,20509,84312,alpha
37692,44903,23563,66230,88413,gamma
38764,46809,43083,59130,62188,beta
19241,18951,45133,79484,26028,alpha
72368,69574,86865,93439,25066,beta
29707,34044,32940,63353,66365,alpha
44368,34816,46399,97418,77774,gamma
55051,11366,81221,74857,10240,alpha
776,26900,92075,85888,29974,beta
3730,6561,32501,91081,8273,alpha
26047,38741,12039,62309,70473,gamma
83114,33106,97031,71490,53633,gamma
96516,65399,8265,12380,57760,gamma
93359,58766,47883,99528,37623,alpha
35057,57207,62789,62548,20924,gamma
47083,51613,44833,89103,64778,beta
86017,8320,82212,82790,44062,beta
47236,25954,96961,63163,35378,gamma
8062,34837,20565,69789,58360,alpha
81853,58584,5734,95959,69037,alpha
50158,41812,21538,91124,64800,alpha
19872,1992,82532,69178,47129,beta
8961,44415,45099,68499,12781,beta
99716,49386,77592,67255,5199,beta
92930,13873,54930,84591,47462,alpha
1437,2120,98239,92852,64633,beta
21377,25978,58630,25925,59840,beta
8745,14364,45388,67834,21710,gamma
52725,15976,51658,54686,11080,alpha
27348,44364,80132,81508,97628,alpha
74717,26281,82020,65354,41782,alpha
17757,46582,88742,49412,47462,alpha
3204,95016,95923,17156,95947,beta
18437,22749,3818,29234,13319,gamma
40325,13419,55980,30817,59548,alpha
31058,73370,8657,5060,14085,gamma
82265,78845,65689,40828,53927,gamma
29128,27581,20399,79827,14642,gamma
10637,28592,60817,46331,44033,beta
59649,57918,58587,16001,10880,gamma
16475,39572,60489,74682,61053,gamma
54123,9362,65557,21,27602,gamma
79443,20098,84408,66001,99533,gamma
78308,21774,27428,77328,13158,gamma
97272,14104,16202,71217,74525,alpha
81356,24838,86605,50994,80145,gamma
57043,34383,86984,32431,9566,gamma
664,88652,55505,62865,10515,alpha
93532,44473,82718,92300,56905,beta
59829,84222,69463,7059,69525,alpha
46426,81135,86386,61051,58216,beta
73019,41340,19299,84843,95703,alpha
15074,44375,71023,43266,22291,beta
14104,67876,71952,94639,79768,alpha
62495,83011,20032,24209,98472,gamma
67943,54476,34433,52996,68637,beta
68120,26427,42036,85234,88663,beta
97949,85042,68922,52399,71467,beta
68912,28134,42910,10373,5660,gamma
73091,48141,53748,30479,94101,gamma
51680,81920,81588,46998,83648,alpha
38816,93739,70164,32407,14490,gamma
62175,22995,62546,40083,57779,gamma
12725,7432,33214,46929,68686,alpha
54697,58682,91169,22814,239,gamma
10575,11085,60004,13679,82799,gamma
82296,55909,11800,21482,31126,beta
51073,18809,92047,17802,51214,alpha
79387,22894,65674,5200,34855,beta
54745,36447,20147,66707,59345,gamma
88859,67967,69510,88786,45522,alpha
17772,67569,236,81242,91599,beta
54232,54626,37260,45213,71550,gamma
51425,62582,29494,26482,28200,beta
54827,56400,47208,17031,33583,beta
49200,54580,26597,22945,65175,gamma
4879,66812,10980,60295,60258,gamma
79369,96119,21394,31303,536,alpha
26948,21579,58847,23151,86889,gamma
90367,41553,59068,56019,42049,gamma
66516,14529,53271,81645,7917,alpha
21417,23035,38601,92075,26135,gamma
2350,87353,29286,36906,11635,gamma
31990,89581,4618,20924,20202,beta
2512,90534,80908,54938,89754,alpha
27641,13320,81927,30162,19958,alpha
30251,79637,95980,85202,48769,gamma
60357,27592,98603,9380,45605,gamma
68081,59817,62228,51731,82280,gamma
21575,18218,70199,26587,10568,alpha
38280,10907,61989,13670,30083,beta
58962,72677,59872,38455,48683,beta
58840,18779,53554,56529,67382,alpha
10546,21831,65216,58177,41993,beta
70284,98292,89798,48230,67156,gamma
12128,8718,27696,8375,63287,alpha
72180,48987,87123,63176,34904,alpha
86827,16044,2802,92294,96203,beta
63419,34857,61217,37952,24622,alpha
58882,9633,98861,1504,75233,alpha
17379,4106,41028,67496,66999,beta
39785,86926,88584,16517,29822,beta
18910,38369,82533,1307,57651,alpha
50622,70400,51881,84626,98436,alpha
89671,62248,28369,83910,766,gamma
29268,34148,6809,34849,77014,beta
71328,51219,71061,96893,19799,gamma
50276,26626,4033,22941,83506,beta
25593,3586,42434,58636,83527,gamma
93976,87445,5971,10778,75586,alpha
67578,36852,48780,88959,19264,beta
21749,25980,20337,11157,36920,gamma
27672,67881,41097,16531,50296,beta
34124,60193,36280,37811,6938,beta
51654,90421,41689,16528,12208,beta
29716,79332,96051,48280,89752,gamma
77469,8827,60854,30127,95781,gamma
20909,34767,42203,4442,1858,beta
55747,79199,910,46462,57476,gamma
1769,54098,93715,4626,28590,alpha
94795,33334,5430,71736,18372,alpha
66398,62026,78037,10408,96174,gamma
6133,12301,50053,84726,54303,beta
87084,58402,39301,43237,39460,beta
66159,53509,30608,20736,81230,beta
70781,86502,65058,68919,37010,beta
68024,37273,70962,82870,78455,beta
8889,1723,73330,56128,73652,alpha
29115,94247,19745,31653,98344,alpha
64632,59276,86400,83278,72568,alpha
30081,60230,76461,20889,95654,gamma
20376,2825,81993,8777,57893,beta
82651,70237,47087,42291,35738,beta
62535,96179,87880,49737,76785,beta
56340,59183,222,27073,83385,beta
38930,94237,36432,72604,15747,gamma
7496,11282,85121,81553,29169,gamma
75034,66046,85218,55822,1331,alpha
68415,45048,32558,72781,54656,beta
62114,45016,50797,5471,87371,alpha
83836,32165,54492,67347,34161,alpha
22120,66863,28354,31020,14570,beta
7985,97112,1866,71773,95455,beta
46492,44999,64201,95311,79339,gamma
44601,4699,25802,41001,96245,beta
47163,86774,55359,37751,12605,alpha
29776,98535,433,51063,30115,alpha
3228,63367,57126,8519,81,beta
76943,60327,86669,58642,51910,alpha
63846,88994,91236,11567,30392,gamma
24645,33450,92587,71773,65853,gamma
3141,88692,18380,51043,41415,gamma
93918,92457,37047,69074,62356,alpha
91878,6231,76405,94299,95376,beta
90971,47753,1849,96480,55321,gamma
27619,67236,80013,96436,82671,alpha
91419,33381,68312,27538,20812,gamma
76463,8103,71214,29240,28066,gamma
35577,14402,49603,75734,23619,alpha
97860,92053,31704,18289,39063,alpha
60554,38819,22771,91807,99027,gamma
75672,92628,24307,10661,48604,gamma
86882,53293,39258,80512,73371,beta
43412,96841,10405,16924,85267,gamma
5446,84896,8908,60560,85960,alpha
9606,33640,1596,31932,72132,gamma
42803,98315,2353,22925,70522,alpha
14507,54426,32127,30453,93693,beta
52400,54581,55369,8517,48494,alpha
88112,39191,95194,65266,55748,alpha
28459,41778,23347,64968,5190,alpha
1401,59399,43307,70897,96201,gamma
37755,95520,86856,39338,37544,alpha
97118,1252,43318,41161,80263,gamma
15806,34870,81633,70835,12870,beta
32673,69098,48221,66201,39913,beta
77114,34287,59935,41502,82199,alpha
56144,72147,20714,1924,42727,alpha
3152,88367,96647,13746,48544,gamma
87013,90512,85133,28824,15103,alpha
60371,37065,23215,2064,76891,beta
76762,93134,6737,15951,8927,beta
26848,53830,96496,28698,50041,gamma
93661,40983,20180,717,85634,gamma
75754,34400,74371,84547,42386,gamma
10789,92064,41435,69053,35545,beta
31470,92001,31340,43631,58324,alpha
54717,88801,95113,61372,26409,alpha
84160,15811,33240,16497,21159,gamma
13937,90951,40369,19586,58415,alpha
71389,37214,20566,86857,65366,alpha
40137,89503,29089,16165,19473,alpha
71480,93907,96399,37377,36153,gamma
58648,43881,90744,24675,14827,beta
15246,12538,40422,29879,5179,beta
35561,41844,48016,36025,9812,gamma
77444,97534,70672,35531,64078,gamma
19544,81059,94295,52177,63762,alpha
66718,2210,51725,41919,76114,gamma
96237,49650,1408,62871,53412,alpha
85143,70736,28146,94316,9015,alpha
34127,53110,35309,97964,27522,alpha
75990,75201,13084,72571,82824,beta
60581,87135,41521,39119,94828,alpha
46417,57485,1168,56748,87803,beta
19540,85821,58088,24429,49249,alpha
57285,30852,83533,87934,6940,beta
67203,84590,61065,49536,26095,gamma
87855,97701,65096,35988,90983,alpha
87180,73655,12373,86634,10903,alpha
71971,23473,70435,83177,35338,gamma
5276,64777,80293,56912,4259,beta
43795,64033,46907,503,21721,alpha
49707,4154,57902,69011,58277,alpha
26890,81731,63440,57453,73922,alpha
43303,76695,59759,38222,63973,alpha
48252,74680,94365,80240,26363,alpha
18257,60084,36902,29108,8520,beta
83255,29975,75316,52644,85233,alpha
89939,58276,20989,44502,24026,gamma
13834,97333,65372,97884,25654,gamma
68810,77279,83047,28207,14767,alpha
13105,61394,11323,17746,35179,alpha
9432,33094,62607,20890,74272,alpha
88844,90318,94865,64772,39238,beta
55985,25599,96397,85791,30293,beta
83751,50924,68263,76194,4363,alpha
84003,25356,84075,90032,562,alpha
51055,60879,1561,79606,79339,gamma
53131,85343,59979,19374,86314,beta
9209,30395,19406,34161,50849,alpha
68686,45470,30178,44438,58099,alpha
33321,79550,50619,47413,19610,alpha
84783,82115,18090,82561,49613,gamma
39315,25781,94678,59751,34710,alpha
50362,29890,24193,94701,5408,gamma
90288,55023,4244,28645,29976,gamma
16313,40604,37245,88854,5088,gamma
32753,21628,30159,25920,7182,alpha
33852,64033,96032,86745,58388,alpha
5265,79859,11786,66828,35083,alpha
23775,5662,59406,82298,44000,alpha
34098,22158,2919,33285,76816,beta
23268,50107,76746,13521,59905,beta
38543,16839,9488,93643,57585,gamma
40398,79226,90860,36344,61690,beta
22407,9872,70773,23665,10835,beta
21961,79430,54019,4236,34135,alpha
71035,63391,99393,91796,20983,gamma
9879,22629,13689,43208,50420,alpha
18895,64875,91791,80067,24434,beta
80043,45009,3804,21166,47929,gamma
38328,56024,91230,96447,92251,alpha
29699,75965,91837,51369,88387,gamma
26431,96493,97141,44259,75660,gamma
89768,69788,68665,75690,92512,beta
12097,82803,5826,87271,54890,gamma
52477,4172,19503,76961,42300,alpha
80580,36302,65485,76216,50860,alpha
72195,37551,38121,26729,47303,gamma
9352,19762,47230,73848,71076,alpha
89113,6584,23074,40524,16674,gamma
1056,47249,61802,4174,58424,gamma
60295,59547,50512,29979,16434,alpha
50191,71664,57021,93129,6572,gamma
6717,26130,42048,78251,85615,gamma
31044,53963,59249,28991,44707,beta
23367,50838,37939,28558,78009,gamma
7004,8404,6104,49572,95111,alpha
85669,22615,72814,60346,82861,gamma
63461,62338,7083,87817,4721,beta
10230,66230,99931,54661,64284,beta
28548,54693,70426,17616,73955,alpha
15578,56676,62248,72538,59473,alpha
85627,30869,15532,86221,75884,alpha
48719,23512,41813,56864,69564,beta
31218,13072,40127,97806,446,beta
95677,32570,4636,11865,33707,alpha
5073,38197,23135,23149,55402,alpha
72836,81875,61135,42819,55972,beta
72573,69079,56627,49293,33095,gamma
68732,52130,82914,63892,92423,beta
75633,29772,60796,43,33651,alpha
21847,21091,87456,45670,29577,alpha
2478,72166,58743,6447,69137,gamma
2200,61528,57370,10437,8532,beta
46125,26783,3795,22068,5929,alpha
38852,97567,33806,51286,93671,alpha
5336,38910,48273,21582,41303,alpha
14892,29079,86184,50785,45344,beta
56587,43574,64219,52442,36049,gamma
68934,14792,70423,40714,17382,beta
94279,3140,11743,10639,37786,beta
58703,3120,95145,61386,43976,gamma
17258,77489,88657,47232,70467,beta
93597,13541,82829,58689,65256,gamma
98883,14981,83935,13529,28484,alpha
37218,88370,88244,83238,51072,gamma
90139,57339,1237,76108,25919,beta
79212,68806,32795,74495,60494,beta
40447,6859,73590,69228,14885,alpha
88215,33987,21813,50335,73580,beta
57221,82367,2689,18660,35772,gamma
34133,78191,44742,93623,99302,alpha
80161,8540,25061,46524,77908,alpha
48253,28858,29813,23751,99381,gamma
22902,5882,39061,24230,42062,beta
89576,91098,65464,95646,39631,beta
97087,10521,15217,58635,59366,alpha
1030,30269,30716,35177,12799,beta
79372,92943,38334,11202,42498,beta
41763,46907,78868,73970,26962,beta
17483,97945,38721,22327,88248,gamma
15571,20636,53595,69545,72611,beta
39202,96599,72221,47183,73130,gamma
92653,41394,61255,39848,96548,alpha
39502,95240,7333,83100,7975,gamma
6541,15533,81628,52397,79963,beta
76365,78196,89155,34789,64678,beta
43514,5299,58334,89104,87155,gamma
34508,68941,93462,99395,8570,beta
48912,16256,41360,54836,68157,alpha
10130,85795,54041,14097,39343,beta
1450,62496,18875,76819,59855,beta
82426,60139,11735,69751,19067,beta
2453,29887,88367,89430,67488,gamma
96659,84926,27040,69607,34383,alpha
17114,47949,40895,64390,35323,beta
25801,73470,22091,45004,77837,alpha
21194,46170,73294,83016,1644,beta
54038,92940,68295,12685,78244,beta
53317,43907,55947,19080,84236,gamma
65598,25207,19745,55962,65046,gamma
98811,32524,16223,83057,48768,alpha
91937,24014,55141,80811,72310,gamma
97430,64873,87649,55852,83682,beta
65153,37709,29194,16672,47211,alpha
40808,87309,43125,79623,35707,gamma
95373,76427,30187,50593,95345,beta
2400,77926,69634,64115,97297,beta
28951,27272,68884,39597,76834,beta
87406,40891,62704,53438,48595,gamma
90974,21873,2604,90920,72779,beta
6864,70928,16379,88835,50648,alpha
6930,46067,87235,61213,88057,alpha
28563,94766,69084,74796,90387,gamma
29322,74943,98547,49683,6686,beta
65300,88678,56817,44206,47562,beta
198,57899,72788,59145,62818,alpha
41819,78337,35621,33757,52180,alpha
90703,22632,8999,34970,84066,alpha
47787,52588,59782,8553,80155,gamma
8906,88349,75771,51327,46620,gamma
24941,35669,17805,10687,56174,gamma
29672,64575,78049,99126,29006,alpha
68963,94644,60718,61826,45297,gamma
27503,92010,35904,94678,4111,gamma
8073,41930,85816,50889,38970,alpha
36031,17963,30313,98464,73049,gamma
12425,95923,77413,46089,81103,beta
86928,3801,19508,23879,28426,alpha
82242,51454,24588,94905,4083,beta
31788,66476,3045,16378,96938,beta
93119,1786,34086,60039,3017,alpha
7090,21853,94064,59585,54882,beta
98809,93248,69548,25188,88521,beta
55514,50893,55753,98977,95755,beta
87918,69315,96333,38068,98650,beta
30516,65319,89553,77748,61120,beta
26765,8432,2849,24374,98878,beta
77420,98629,24365,82710,40939,gamma
90988,14095,43295,89606,52651,alpha
24144,27268,28350,37515,583,gamma
48427,98069,25095,11319,94920,beta
95790,1044,88096,55237,97583,gamma
84728,73653,86733,79719,39840,gamma
98534,42255,40753,61459,95554,gamma
83500,94432,79479,70940,45562,gamma
4347,77966,29954,8796,75588,gamma
38908,87148,62561,5665,74601,gamma
76998,10826,80609,44434,83348,beta
72245,45092,29237,83221,10759,gamma
82954,99141,40555,86765,47348,beta
66382,63775,40956,61490,84132,alpha
26117,19160,84747,48693,9005,beta
60157,96913,45626,92806,39912,beta
210,88151,68701,2798,28302,alpha
75733,95789,63152,84573,27486,alpha
54928,67731,30101,24083,30715,beta
63424,90115,93404,30187,12379,gamma
35762,22121,76314,74491,60313,beta
46207,72017,41744,10159,75238,alpha
41846,80956,67056,19518,96804,alpha
62903,98792,56847,39081,32023,alpha
56260,98590,44130,78790,19405,alpha
45245,70340,76338,89211,27771,alpha
89295,68304,17520,40328,96013,gamma
68574,62580,10216,67573,67194,beta
33441,17280,26789,19472,9079,beta
65889,16454,45561,58536,37210,beta
12686,14439,71996,57009,9429,beta
83805,43443,21369,75939,5408,alpha
91720,96257,44543,56697,50501,beta
79189,37502,88977,41323,39265,gamma
96546,26426,99619,99225,46582,beta
21444,79261,17484,11808,18198,beta
46228,95683,46627,6820,78592,gamma
6425,33449,91047,90101,36720,alpha
79856,55885,70905,46968,49341,alpha
52987,93679,40446,60872,49315,alpha
9876,81521,34804,96784,27919,gamma
67624,34297,89455,78134,32091,gamma
98616,24257,25125,12215,9297,beta
11428,21553,44982,49403,5824,alpha
5696,55851,83595,20580,60235,alpha
22836,22701,53456,11049,16527,alpha
35581,93355,73836,24389,92047,gamma
29521,23061,94676,50978,41064,gamma
48200,73926,7412,47167,17536,beta
15768,45286,76900,32096,99668,gamma
6344,4487,62271,83941,28918,beta
81271,37558,50201,3156,40548,beta
74572,30562,37293,1333,49404,beta
99125,94919,8916,48816,15836,beta
93266,44660,71341,73050,41088,beta
82987,71299,33310,4878,87751,alpha
36846,28549,23290,90394,33689,alpha
87361,33804,17373,72390,79521,alpha
77146,6742,5031,7375,77994,gamma
23126,8280,40070,88870,95603,gamma
59585,53976,62143,62184,87761,gamma
5251,41421,12660,88286,56853,beta
97621,35459,80703,6677,97378,alpha
88016,12583,46099,76352,24816,gamma
60566,34285,96859,99002,67597,alpha
63225,21653,74779,87214,53315,alpha
63842,20327,14917,87952,10213,beta
58991,7649,25448,20831,21517,alpha
65644,54732,98096,73318,17346,gamma
66068,63756,78843,81122,2481,beta
5246,83011,88075,7783,71662,alpha
95295,71822,70415,93039,40038,beta
3949,72007,73905,85800,71683,gamma
46995,49240,20721,91459,71470,alpha
95264,53241,53721,5124,3035,gamma
94560,30632,61591,70368,25580,beta
13549,70170,92828,41508,38858,gamma
16091,53494,94327,5249,60758,beta
88100,41463,56011,37575,65995,gamma
95424,56495,38192,24238,17354,beta
39811,75469,29406,36354,53411,alpha
32133,23969,17894,81950,97697,gamma
20905,85423,24119,75149,28007,gamma
92793,15316,24772,39609,98788,alpha
82871,18100,32708,38774,1272,gamma
20283,13943,54303,67374,38616,gamma
43925,91768,3686,46744,29951,beta
34876,44171,37278,60539,75371,alpha
64625,86400,52693,88803,90080,beta
60393,96982,9963,65875,61372,beta
19167,7941,89750,80503,81570,gamma
96368,60875,27119,44829,30869,gamma
65807,63445,26844,33897,67014,alpha
32142,27777,87230,79118,80914,beta
55035,39770,80214,5725,44404,beta
59224,3687,65556,78354,61977,beta
61693,10720,69091,28482,9062,alpha
54860,61773,3943,47817,45558,gamma
16983,81527,47722,97173,69729,alpha
96909,94600,633,45681,16587,beta
72469,53969,71799,73054,69323,gamma
18529,70926,90304,74420,57609,gamma
55201,90404,43916,76581,60972,alpha
71817,89582,24853,24377,19530,beta
47408,83552,78281,92116,86637,gamma
29281,86872,39485,84104,14139,gamma
37585,86301,74516,93617,53788,beta
79527,35324,42128,30915,94191,gamma
41568,63,19734,66438,91799,gamma
10374,13575,39666,10092,22746,gamma
89668,79241,85822,33224,1991,alpha
64668,63340,51389,90400,11707,beta
29865,36815,87802,43837,53759,alpha
2281,45386,84101,43631,66224,beta
21876,93448,4986,46898,84220,beta
70413,48279,86087,8352,18169,gamma
9217,71121,9716,11358,80051,alpha
38251,31148,80723,44197,84111,alpha
66546,35829,80214,56566,2788,alpha
53560,32146,77138,34981,69759,beta
63715,55361,12051,18424,18819,beta
57817,39155,83792,76900,72554,beta
42254,74443,4287,94385,40976,gamma
59496,5519,13423,39887,78946,beta
90370,37367,19628,2395,22903,beta
51582,10555,96330,61402,93769,beta
84792,97122,5868,3682,98748,gamma
44735,54544,21104,99385,9006,alpha
97843,95268,86725,40689,78053,alpha
11040,21997,55275,21203,6007,alpha
30440,46072,5222,9206,79439,gamma
18147,86918,3841,14183,37537,alpha
1936,88267,41033,7339,35248,beta
61563,32836,61942,53413,14836,gamma
25532,36042,80981,70898,9783,beta
43990,72342,1857,45890,33248,alpha
68740,8086,80766,13874,23192,gamma
36887,44829,17714,72733,45127,alpha
12717,61040,70371,63160,23964,alpha
10452,42959,86077,37916,8868,beta
84313,19948,75900,72231,42166,alpha
79482,95769,82425,49132,6810,gamma
84426,1754,3190,51008,99034,gamma
12800,73230,26890,27575,23900,alpha
62133,23773,41494,27753,87641,alpha
26020,50098,31036,33358,54631,alpha
18241,18292,60671,52505,70748,alpha
26487,98425,91100,91941,92209,alpha
58518,80436,50726,68443,88687,gamma
9826,71361,31210,85819,92147,beta
59863,70082,33277,45857,16896,alpha
82852,96195,55366,29634,51257,beta
16911,68699,38463,65947,84037,beta
55185,4689,91306,99213,15637,gamma
86669,33810,74589,274,70527,beta
68774,51365,49183,3085,73554,beta
89045,20426,87857,68958,94078,beta
97128,57028,40309,88427,92638,alpha
15670,84930,16275,7607,24718,alpha
80826,40248,16964,67597,43285,beta
97020,82770,4329,65663,92614,beta
83191,98805,16188,6788,17431,beta
75149,69585,74799,92942,43803,beta
6524,70905,93344,78947,60850,beta
2900,81335,52688,37941,80000,alpha
1974,27236,37606,46891,77950,alpha
16893,13621,57841,13133,94914,beta
54094,99071,25264,46661,27784,beta
28842,74988,88000,40805,72895,gamma
48876,37798,71262,46563,85756,beta
1316,78105,88993,16469,88099,gamma
67391,8656,25289,73471,83568,gamma
26521,67081,58104,40394,16414,gamma
91449,24994,87295,98160,66258,beta
50677,4684,9107,95779,36926,gamma
25669,10155,27276,6560,44658,gamma
49068,41142,6707,89902,79274,beta
67926,10633,53353,57135,36035,alpha
4941,82300,78196,50427,11702,beta
25641,64508,52702,39131,69662,beta
56645,21991,6150,11679,83353,gamma
99981,49960,45098,38173,83976,beta
7571,12275,15811,80920,98805,beta
98434,37924,18843,69193,86459,gamma
84155,98539,7315,71421,5327,beta
78404,50039,24967,3788,22485,alpha
29788,16491,17047,69077,60114,beta
79896,30063,19671,55551,66067,beta
7476,37363,85104,14828,78868,gamma
284,95432,26429,45127,13985,beta
18222,79401,28680,73423,18425,alpha
55133,31460,5126,41464,53954,alpha
98015,30961,66544,53351,63733,alpha
74082,72953,3767,68644,46661,beta
86198,87459,84598,47753,82380,beta
38630,7346,48292,96312,91383,alpha
34533,75319,44745,62559,13580,gamma
28,19052,75961,16539,30366,alpha
44736,60347,45597,62915,28773,beta
39413,51655,18741,38719,60811,alpha
13299,83979,68535,36498,70435,alpha
93810,85964,69773,10208,56451,alpha
70276,52521,29546,29499,36388,alpha
65054,56699,94520,36081,39466,alpha
23241,6454,14936,74707,28499,gamma
7432,77643,58931,18764,91316,beta
63850,55584,90113,86550,49935,beta
76975,86263,12648,213,28291,beta
31426,53745,84075,8230,15468,beta
86387,23573,90299,67747,2736,beta
45656,67534,28960,18642,41618,beta
99142,10757,67422,21696,27595,alpha
50380,41165,22379,44683,11718,beta
3427,50768,75783,4685,79113,beta
3413,98895,50885,35631,59991,beta
9777,34350,77552,72687,73281,alpha
21218,836,84466,13191,91669,gamma
62072,48283,96287,82412,57103,beta
76754,59299,29862,14769,23394,alpha
8998,3032,50374,531,37542,alpha
49927,19322,27677,37622,58195,alpha
16614,90771,59931,84805,41909,beta
96712,37779,63048,23078,22817,alpha
80021,42583,72878,80401,316,alpha
59805,21493,19888,86960,58922,alpha
82064,29511,61866,7094,44477,gamma
84724,78915,31644,42669,36237,beta
54686,48158,46850,3038,58901,gamma
95412,82485,65562,90089,31647,gamma
3358,68575,22182,56303,51768,beta
30018,79974,62269,83290,35104,alpha
84027,56733,71052,41107,15815,beta
9863,22603,71413,37917,477,beta
65072,21689,36865,74642,12058,gamma
33926,60081,42292,54411,39312,beta
69575,98103,96788,65019,84808,gamma
69348,40299,28693,51080,10361,alpha
65195,58383,50913,51499,84764,alpha
4628,5697,81479,88355,30850,gamma
89016,36592,91952,94248,68187,beta
21517,88982,26223,31553,22183,gamma
51932,91360,37295,33752,95428,beta
53533,6441,2011,79344,82418,gamma
73936,39226,90304,51002,94441,beta
21373,26958,62447,24449,36544,gamma
18311,7081,96950,67051,77293,alpha
32996,642,92475,49291,8064,beta
57127,6182,20991,59407,50584,alpha
12539,98218,28495,72528,69883,beta
98972,55377,65491,39614,42122,gamma
86811,87158,95569,92674,37005,beta
27302,8728,11426,69543,78803,gamma
49273,58250,12326,62747,64703,alpha
96486,1666,31827,74313,75632,alpha
42757,55788,44012,47267,79828,gamma
95830,88595,99781,97523,34936,gamma
97720,79411,30472,41034,48618,gamma
20803,74033,77445,26154,49975,beta
90378,93418,94353,6685,32447,alpha
22072,49213,390,14073,94349,beta
50002,63456,91949,14718,80978,alpha
95216,87031,11313,86891,76622,alpha
50248,3496,71120,74247,67379,gamma
26445,66698,58927,83188,5938,alpha
